,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,cat_ART_AND_DESIGN,cat_AUTO_AND_VEHICLES,cat_BEAUTY,cat_BOOKS_AND_REFERENCE,cat_BUSINESS,cat_COMICS,cat_COMMUNICATION,cat_DATING,cat_EDUCATION,cat_ENTERTAINMENT,cat_EVENTS,cat_FAMILY,cat_FINANCE,cat_FOOD_AND_DRINK,cat_GAME,cat_HEALTH_AND_FITNESS,cat_HOUSE_AND_HOME,cat_LIBRARIES_AND_DEMO,cat_LIFESTYLE,cat_MAPS_AND_NAVIGATION,cat_MEDICAL,cat_NEWS_AND_MAGAZINES,cat_PARENTING,cat_PERSONALIZATION,cat_PHOTOGRAPHY,cat_PRODUCTIVITY,cat_SHOPPING,cat_SOCIAL,cat_SPORTS,cat_TOOLS,cat_TRAVEL_AND_LOCAL,cat_VIDEO_PLAYERS,cat_WEATHER
1522,2306,LIBRARIES_AND_DEMO,4.6,539,99.0,90000.0,1,0,1,65,1533135600.0,7.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,820,LIBRARIES_AND_DEMO,3.5,126862,0.609,18000000.0,1,0,1,65,1326726000.0,1.0,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,2186,LIBRARIES_AND_DEMO,4.7,48,6.9,1800.0,1,0,1,65,1527174000.0,1.7.2.10,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,5657,LIBRARIES_AND_DEMO,4.3,1465,7.0,180000.0,1,0,1,65,1531062000.0,6.7.5,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,7610,LIBRARIES_AND_DEMO,4.5,929,7.0,90000.0,1,0,1,65,1518706800.0,1.02.2018.11,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,7658,LIBRARIES_AND_DEMO,4.4,783,6.4,180000.0,1,0,1,65,1497020400.0,1.6,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,7646,LIBRARIES_AND_DEMO,4.3,434,16.0,180000.0,1,0,1,65,1528210800.0,6.0.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,7429,LIBRARIES_AND_DEMO,4.3,54,5.9,18000.0,1,0,1,65,1530630000.0,1.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,1506,LIBRARIES_AND_DEMO,4.3,411,95.0,90000.0,1,0,1,65,1528383600.0,5.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,3355,LIBRARIES_AND_DEMO,4.6,237,0.008,90000.0,1,0,1,65,1506438000.0,1.02,7.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,4791,LIBRARIES_AND_DEMO,4.6,2580,20.0,180000.0,1,0,1,65,1520434800.0,2.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,2445,LIBRARIES_AND_DEMO,4.3,363,2.5,180000.0,1,0,1,65,1483282800.0,1.2,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,2257,LIBRARIES_AND_DEMO,4.2,130272,50.0,18000000.0,1,0,1,65,1457881200.0,1.8,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,4198,LIBRARIES_AND_DEMO,4.3,110,10.0,18000.0,1,0,1,65,1509807600.0,1.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,4247,LIBRARIES_AND_DEMO,4.3,91,18.0,180000.0,1,0,1,65,1510758000.0,6.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,1512,LIBRARIES_AND_DEMO,4.6,130,12.0,18000.0,1,0,1,65,1519311600.0,1.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,1442,LIBRARIES_AND_DEMO,4.3,25,2.5,18000.0,1,0,1,65,1529679600.0,1.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,6178,LIBRARIES_AND_DEMO,4.3,20,2.1,9000.0,1,0,1,65,1521990000.0,1.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,6908,LIBRARIES_AND_DEMO,4.4,7396,22.0,900000.0,1,0,1,65,1530802800.0,5.28,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,7393,LIBRARIES_AND_DEMO,3.9,58055,0.04,9000000.0,1,0,1,65,1478444400.0,2.0.3,1.5 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,6582,LIBRARIES_AND_DEMO,4.5,1703,22.0,180000.0,1,0,1,65,1519830000.0,3.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,729,LIBRARIES_AND_DEMO,3.8,7750,0.285,1800000.0,1,0,1,65,1309273200.0,1.0,1.6 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,6127,LIBRARIES_AND_DEMO,4.3,6,5.5,18000.0,1,0,1,65,1533222000.0,8.0.20180212,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,3357,LIBRARIES_AND_DEMO,5.0,26,2.5,1800.0,1,0,1,65,1527087600.0,1.0,1.6 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548,7126,LIBRARIES_AND_DEMO,3.2,1919,8.1,900000.0,1,0,1,65,1531234800.0,5.9.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,2517,LIBRARIES_AND_DEMO,4.5,60170,28.0,1800000.0,1,0,1,65,1531407600.0,2.4,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,1544,LIBRARIES_AND_DEMO,4.7,831,24.0,180000.0,1,0,1,65,1519052400.0,8.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551,7396,LIBRARIES_AND_DEMO,4.0,8671,3.1,1800000.0,1,0,1,65,1530543600.0,3.6,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,5560,LIBRARIES_AND_DEMO,4.3,31,3.4,18000.0,1,0,1,65,1513177200.0,1.0,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1553,4871,LIBRARIES_AND_DEMO,4.1,20145,0.011,1800000.0,1,0,1,65,1360594800.0,,1.5 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,853,LIBRARIES_AND_DEMO,3.8,912,13.0,900000.0,1,0,1,65,1515423600.0,2.0.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,3844,LIBRARIES_AND_DEMO,4.7,2639,19.0,900000.0,1,0,1,65,1512918000.0,6.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,5874,LIBRARIES_AND_DEMO,4.5,399,9.5,180000.0,1,0,1,65,1526914800.0,1.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,4836,LIBRARIES_AND_DEMO,4.3,102,21.0,90000.0,1,0,1,65,1530370800.0,6.0.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,1361,LIBRARIES_AND_DEMO,4.2,3945,9.4,900000.0,1,0,1,65,1515423600.0,4.2.2,3.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,7519,LIBRARIES_AND_DEMO,4.3,2221,2.4,900000.0,1,0,1,65,1483801200.0,1.1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,5288,LIBRARIES_AND_DEMO,4.1,3781,36.0,1800000.0,1,0,1,65,1523718000.0,1.8,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,3400,LIBRARIES_AND_DEMO,3.1,1267,55.0,180000.0,1,0,1,65,1533135600.0,5.1.2,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,3085,LIFESTYLE,4.1,18968,32.0,9000000.0,1,0,4,66,1524668400.0,5.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,7774,LIFESTYLE,4.1,47497,34.0,18000000.0,1,0,1,66,1528383600.0,5.3.0.54.7,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,3271,LIFESTYLE,4.3,601,5.1,180000.0,1,0,1,66,1513695600.0,1.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,6682,LIFESTYLE,4.0,140995,100.0,18000000.0,1,0,1,68,1531666800.0,9.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,1536,LIFESTYLE,4.6,51357,80.0,9000000.0,1,0,1,66,1532962800.0,8.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,3849,LIFESTYLE,4.4,13565,3.3,1800000.0,1,0,1,66,1533394800.0,2.5,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568,2313,LIFESTYLE,4.4,39364,28.0,9000000.0,1,0,1,66,1531753200.0,10.19,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1569,3276,LIFESTYLE,4.3,7287,5.0,1800000.0,1,0,1,66,1478098800.0,1.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,4167,LIFESTYLE,4.6,161143,11.0,18000000.0,1,0,2,66,1529852400.0,5.2.4(881),4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,3346,LIFESTYLE,3.2,16168,55.0,1800000.0,1,0,1,66,1532530800.0,2.2.9,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1572,7558,LIFESTYLE,4.5,100,7.1,1800000.0,1,0,1,66,1525791600.0,1.0.0.21_180410,7.0 - 7.1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1573,4688,LIFESTYLE,4.6,116079,3.2,9000000.0,1,0,1,66,1526742000.0,5.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,3023,LIFESTYLE,4.6,815893,4.4,18000000.0,1,0,1,66,1530284400.0,4.90,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,3440,LIFESTYLE,4.3,985,16.0,900000.0,1,0,1,66,1527692400.0,3.7,7.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,6725,LIFESTYLE,3.0,4260,6.3,9000000.0,1,0,1,66,1502118000.0,6.1,2.3.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,3478,LIFESTYLE,4.4,726074,45.0,18000000.0,1,0,1,66,1533135600.0,16.7.1,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,7153,LIFESTYLE,4.4,3829,23.0,1800000.0,1,0,1,66,1527778800.0,3.9.3,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1579,6184,LIFESTYLE,4.3,33572,37.0,1800000.0,1,0,1,66,1533135600.0,6.2.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,4048,LIFESTYLE,3.5,6145,13.0,18000000.0,1,0,1,66,1467212400.0,8.00.775375,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,4446,LIFESTYLE,4.3,34327,8.1,9000000.0,1,0,1,66,1531753200.0,2.5.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,6704,LIFESTYLE,4.5,7457,13.0,1800000.0,1,0,4,66,1533222000.0,2.4.12-r244,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,3995,LIFESTYLE,3.7,41941,14.0,18000000.0,1,0,1,66,1532876400.0,9.6.3,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,6204,LIFESTYLE,4.5,82145,30.0,90000000.0,1,0,1,66,1530716400.0,10.19.0.0,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,699,LIFESTYLE,4.2,10944,36.0,1800000.0,1,0,1,66,1528988400.0,2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,1419,LIFESTYLE,4.3,665,3.0,900000.0,1,0,1,66,1533308400.0,2.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,5784,LIFESTYLE,4.6,2167,1.4,900000.0,1,0,1,66,1515250800.0,1.0,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,6594,LIFESTYLE,4.5,53652,39.0,1800000.0,1,0,1,66,1533394800.0,2.15,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,2162,LIFESTYLE,3.9,18961,1.8,9000000.0,1,0,1,66,1443020400.0,1.1.1,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,3991,LIFESTYLE,4.3,9412,1.7,1800000.0,1,0,1,66,1481900400.0,1.5.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,3480,LIFESTYLE,3.3,9663,19.0,1800000.0,1,0,1,66,1531666800.0,Version:6.97,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1592,7864,LIFESTYLE,4.7,2225,15.0,180000.0,1,0,1,66,1532530800.0,4.2.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,7843,LIFESTYLE,4.2,23164,10.0,1800000.0,1,0,3,66,1532358000.0,2.6,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1594,5398,LIFESTYLE,3.2,3031,2.7,1800000.0,1,0,1,66,1530543600.0,1.5.3,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,3794,LIFESTYLE,4.4,95557,16.0,18000000.0,1,0,1,66,1532271600.0,7.0.8,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1596,5493,LIFESTYLE,3.5,7869,21.0,1800000.0,1,0,1,66,1533049200.0,02.00.06,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,6183,LIFESTYLE,3.7,4212,20.0,1800000.0,1,0,1,66,1532444400.0,3.4.5,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,5944,LIFESTYLE,3.8,17368,14.0,18000000.0,1,0,1,66,1530025200.0,5.1.3,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,7050,LIFESTYLE,3.8,6554,76.0,900000.0,1,0,4,66,1529420400.0,9.4.2,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,5378,LIFESTYLE,3.7,33264,18.0,18000000.0,1,0,1,66,1528988400.0,6.2.1,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1601,4351,LIFESTYLE,4.6,34782,12.0,1800000.0,1,0,1,66,1529593200.0,5.2.2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1602,4785,LIFESTYLE,4.0,6676,6.2,1800000.0,1,0,1,66,1519138800.0,3.0,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,3500,LIFESTYLE,3.8,1797,6.8,180000.0,1,0,1,66,1474902000.0,2.0,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1606,6555,LIFESTYLE,4.7,20304,24.0,900000.0,1,0,1,66,1532962800.0,4.35,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,7333,LIFESTYLE,3.9,7376,19.0,1800000.0,1,0,1,66,1515596400.0,5.2.2018010801-1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,5146,LIFESTYLE,4.1,49147,13.0,1800000.0,1,0,1,66,1525618800.0,2.9.5,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,7756,LIFESTYLE,4.6,69177,15.0,1800000.0,1,0,4,66,1501599600.0,2.7.3,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1610,7334,LIFESTYLE,4.2,3448,13.0,180000.0,1,0,1,66,1531062000.0,3.9.5,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,7335,LIFESTYLE,4.2,3788,44.0,1800000.0,1,0,1,66,1532358000.0,8.5.1,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,7332,LIFESTYLE,4.6,1658,9.7,180000.0,1,0,1,66,1532962800.0,2.0.9,4.4 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,6555,LIFESTYLE,4.7,20304,24.0,900000.0,1,0,1,66,1532962800.0,4.35,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1617,2726,LIFESTYLE,4.1,3309,13.0,900000.0,1,0,1,66,1533394800.0,10.0,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1618,1663,LIFESTYLE,3.9,987,4.5,18000.0,1,0,1,66,1503932400.0,2.0.4,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,2558,LIFESTYLE,4.0,5208,4.5,180000.0,1,0,4,66,1511362800.0,1.37,4.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1620,4161,LIFESTYLE,4.1,78298,29.0,9000000.0,1,0,1,66,1533135600.0,3.1.2.1,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,4351,LIFESTYLE,4.6,34802,12.0,1800000.0,1,0,1,66,1529593200.0,5.2.2,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,7367,LIFESTYLE,4.1,6808,12.0,900000.0,1,0,4,66,1496588400.0,3.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,2358,LIFESTYLE,4.1,360,4.6,18000.0,1,0,1,66,1398783600.0,1.6.2,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,6227,LIFESTYLE,4.4,16637,10.0,1800000.0,1,0,1,66,1497711600.0,1.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,3500,LIFESTYLE,3.8,1797,6.8,180000.0,1,0,1,66,1474902000.0,2.0,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,7550,LIFESTYLE,4.3,95904,33.0,18000000.0,1,0,1,66,1532876400.0,4.1.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,7367,LIFESTYLE,4.1,6808,12.0,900000.0,1,0,4,66,1496588400.0,3.2.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1630,2358,LIFESTYLE,4.1,360,4.6,18000.0,1,0,1,66,1398783600.0,1.6.2,2.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,6227,LIFESTYLE,4.4,16637,10.0,1800000.0,1,0,1,66,1497711600.0,1.8,2.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1632,3500,LIFESTYLE,3.8,1797,6.8,180000.0,1,0,1,66,1474902000.0,2.0,4.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,7550,LIFESTYLE,4.3,95905,33.0,18000000.0,1,0,1,66,1532876400.0,4.1.0,4.1 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634,5963,LIFESTYLE,4.4,3114,13.0,180000.0,1,0,1,66,1519052400.0,6.1,4.0.3 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635,3360,LIFESTYLE,4.2,220,15.0,90000.0,1,0,1,66,1532530800.0,9.1.0,5.0 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,4183,LIFESTYLE,4.4,33,23.0,9000.0,1,0,1,66,1507734000.0,3.9.5,4.2 and up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
